,Unnamed: 0,price,lprice,square,rooms,floor,mfloor,station,metro,ametro,dmetro,link,add,lat,lon
227,227,33300000,17.32106795495067,58.9,3,6,12,метро Добрынинская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315459417/,"ул. Большая Якиманка, 32",55.734744,37.612326
228,228,110000000,18.51599092375669,146.6,5,2,7,метро Добрынинская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/299739698/,"Пятницкая ул., 53/18С1",55.734866,37.628002
229,229,79500000,18.19126757962456,139.6,4,4,5,метро Добрынинская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/314394613/,"ул. Большая Ордынка, 17С1",55.742544,37.625702
230,230,16990000,16.648135493648116,31.9,1,4,9,метро Добрынинская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/310411868/,"ул. Зацепский Вал, 6/13С1",55.732905,37.639437
231,231,20500000,16.835935444108635,29.4,1,4,12,метро Добрынинская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316453425/,"ул. Большая Якиманка, 32",55.734744,37.612326
232,232,25600000,17.05810290944979,57.5,2,7,10,метро Добрынинская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/315031131/,"Валовая ул., 8/18",55.730887,37.632125
233,233,42000000,17.553180176247643,72.8,3,3,7,метро Добрынинская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315625209/,"Дубининская ул., 40",55.725042,37.63517
235,235,47459250,17.675382006065735,118.5,3,5,14,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/308945357/,"Большой Строченовский пер., 9",55.7289,37.63173
236,236,57840000,17.873191135814782,144.6,4,3,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/308342623/,"Мытная ул., 40к3",55.722781,37.61468
237,237,60200000,17.91318291027905,143.5,4,8,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314021847/,"Мытная ул., 40к3",55.722781,37.61468
238,238,60200000,17.91318291027905,143.4,4,10,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314022568/,"Мытная ул., 40к3",55.722781,37.61468
239,239,60690000,17.921289497812037,144.5,4,8,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314022378/,"Мытная ул., 40к3",55.722781,37.61468
240,240,41382000,17.538356561641482,96.8,2,2,14,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/308945326/,"Большой Строченовский пер., 9",55.7289,37.63173
241,241,62360000,17.94843460215385,152.1,4,9,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314022555/,"Мытная ул., 40к3",55.722781,37.61468
242,242,62500000,17.95067711470663,152.4,4,8,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314022437/,"Мытная ул., 40к3",55.722781,37.61468
243,243,63700000,17.96969512054239,155.4,4,9,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314022531/,"Мытная ул., 40к3",55.722781,37.61468
244,244,66478500,18.012389145080018,134.3,3,10,14,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/308945382/,"Большой Строченовский пер., 9",55.7289,37.63173
245,245,24300000,17.005986908310778,54.2,3,3,5,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312934270/,"Малая Пионерская ул., 23-31С1",55.727263,37.636006
246,246,27999999,17.147715032425193,73.4,4,5,5,метро Добрынинская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/299291660/,"1-й Щипковский пер., 13/15",55.722984,37.632341
247,247,49000000,17.7073308560749,78.0,3,3,14,метро Добрынинская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315586476/,"1-й Новокузнецкий пер., 5-7",55.734679,37.632314
248,248,33350000,17.322568330325907,67.4,3,2,14,метро Добрынинская,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/310280728/,"Люсиновская ул., 4",55.727374,37.622423
249,249,35000000,17.37085861945369,59.0,2,2,8,метро Добрынинская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/311588514/,"Большая Серпуховская ул., 40С2",55.723019,37.62563
250,250,34900000,17.367997387172654,65.0,2,3,5,метро Добрынинская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/308443146/,"4-й Монетчиковский пер., 1/6С1",55.733183,37.631775
251,251,18100000,16.711422496236054,32.4,1,7,10,метро Добрынинская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/312677259/,"Стремянный пер., 2",55.728834,37.636437
252,252,29500000,17.19990082131005,58.0,2,3,12,метро Добрынинская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316429887/,"Стремянный пер., 2",55.728834,37.636437
253,253,49999999,17.72753354339242,128.6,3,6,12,метро Добрынинская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/302353901/,"Конный пер., 4",55.721523,37.613341
254,254,20200000,16.821193162371433,38.8,2,3,12,метро Добрынинская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/298883986/,"3-й Монетчиковский пер., 17",55.73108,37.629816
255,255,53990000,17.80430940219447,88.0,3,2,13,метро Добрынинская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/315902916/,"3-й Люсиновский пер., 1С1",55.723212,37.620285
256,256,32990000,17.311715043204764,79.5,3,5,14,метро Добрынинская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/306857253/,"Люсиновская ул., 41С1",55.721691,37.622944
259,259,62000000,17.942644943009366,106.0,4,4,8,метро Добрынинская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/311119618/,"Татарская ул., 14",55.733959,37.637641
260,260,63180000,17.961498353338214,135.0,4,2,14,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/308945315/,"Большой Строченовский пер., 9",55.7289,37.63173
261,261,145000000,18.792244300384848,125.0,3,3,7,метро Добрынинская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/313351516/,"ул. Большая Полянка, 44",55.73255,37.619522
262,262,63000000,17.958645284355807,80.1,3,2,5,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/315806298/,"пер. 2-й Хвостов, 10к2",55.735175,37.61547
266,266,250000000,19.33697147582652,311.0,5,20,24,метро Добрынинская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/313468081/,"ул. Шаболовка, 23к3",55.722548,37.613737
269,269,60864000,17.9241524248872,126.8,3,20,29,метро Добрынинская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/305636376/,"Мытная ул., 40к4",55.722989,37.615425
271,271,87990300,18.29273713909428,191.7,3,9,14,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/308945370/,"Большой Строченовский пер., 9",55.7289,37.63173
272,272,65000000,17.98989782785991,64.8,2,6,9,метро Добрынинская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316496371/,"ул. Бахрушина, 13",55.73551,37.635602
273,273,46746000,17.66023924854105,98.0,2,5,14,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/308945363/,"Большой Строченовский пер., 9",55.7289,37.63173
274,274,97500000,18.39536293596808,143.5,4,15,30,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316028792/,"Мытная ул., 40к1",55.722948,37.616234
275,275,99000000,18.410630408098864,167.6,4,2,7,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316216074/,"1-й Новокузнецкий пер., 10С1",55.735059,37.631388
276,276,104990000,18.469375665491125,130.0,3,4,8,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/313191987/,"Погорельский пер., 5С2",55.732048,37.622576
277,277,129500000,18.679191439103867,94.0,2,2,8,метро Добрынинская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/307261028/,"ул. Большая Полянка, 9С1",55.740289,37.617339
278,278,130000000,18.683045008419857,167.5,4,5,6,метро Добрынинская,6 минут пешком,1,6,https://www.cian.ru/sale/flat/303074316/,"ул. Большая Ордынка, 67",55.73113,37.624418
279,279,139000000,18.749984491094967,124.0,3,2,7,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/314390197/,"ул. Большая Полянка, 44/2",55.732514,37.619549
280,280,148778820,18.81797133152247,145.5,2,6,6,метро Добрынинская,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/301355208/,"ул. Большая Полянка, 61С2",55.731024,37.623097
281,281,157046000,18.872049314028903,105.4,3,6,7,метро Добрынинская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315408477/,"2-й Спасоналивковский пер., 6",55.732205,37.617689
282,282,173173000,18.969801652795137,121.1,3,5,7,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/316021360/,"ул. Большая Полянка, 44/2",55.732514,37.619549
283,283,800000000,20.5001222856322,240.0,4,7,7,метро Добрынинская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/270410257/,"Ордынский туп., 4А",55.741206,37.623277
284,284,24750000,17.024336046978974,72.0,3,1,5,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/315882565/,"Большая Серпуховская ул., 31К9",55.723389,37.627669
285,285,223900000,19.22671008156898,170.0,4,6,7,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/312979501/,"ул. Большая Полянка, 44/2",55.732514,37.619549
286,286,27000000,17.111347423968603,65.2,3,1,5,метро Добрынинская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315244626/,"ул. Зацепский Вал, 5",55.732418,37.640857
288,288,31000000,17.24949776244942,67.3,3,3,14,метро Добрынинская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/307612708/,"Люсиновская ул., 41С1",55.721691,37.622944
289,289,168000000,18.93947453736753,186.0,4,4,4,метро Добрынинская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/305024471/,"Пятницкая ул., 57С2",55.733787,37.627903
290,290,180000000,19.00846740885449,329.0,4,16,18,метро Добрынинская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/284800710/,"ул. Шаболовка, 23к5",55.722502,37.612659
292,292,147000000,18.80594314474301,175.0,4,2,7,метро Добрынинская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/307229384/,"Голиковский пер., 15",55.738764,37.627642
293,293,329000000,19.611568308729645,273.0,4,7,7,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/315431835/,"ул. Малая Полянка, 2",55.736427,37.616773
294,294,39977777,17.503834282689233,66.9,3,3,7,метро Добрынинская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/313261744/,"Житная ул., 10",55.730319,37.618947
295,295,14700000,16.503358051748965,15.2,1,2,5,метро Добрынинская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315627684/,"пер. 1-й Хвостов, 3АС2",55.734476,37.618138
296,296,122667090,18.624984658546097,130.0,3,4,8,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/279461218/,"1-й Спасоналивковский пер., 18С2",55.733923,37.614752
297,297,20500000,16.835935444108635,30.6,1,8,9,метро Добрынинская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/314751144/,"ул. Крымский Вал, 6",55.730892,37.610098
298,298,157000000,18.87175636331258,135.0,4,5,7,метро Добрынинская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/310511686/,"2-й Спасоналивковский пер., 6",55.732205,37.617689
299,299,700000000,20.36659089300768,219.5,4,2,2,метро Добрынинская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/310946893/,"ул. Малая Полянка, 13",55.733629,37.616836
300,300,20100000,16.816230373029303,32.7,1,9,10,метро Добрынинская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315691779/,"Ленинский просп., 3",55.726142,37.608185
